,comment,rating,label,comment_new
11432,Màu áo khác so với hình. Sẫm hơn.,4,1,màu áo hình sẫm
11437,"Khóa bị kẹt, kéo rất khó.  Chỉ thừa thừa rất nhiều. Size vừa nguyên, áo màu khá đẹp, phù hợp với giá tiền",4,1,khóa kẹt kéo thừa thừa kích_thước nguyên áo màu đẹp giá tiền
11440,"Áo đúng kiểu và mẫu shop đưa trên hình, hàng được đóng gói cẩn thận gọn gàng, thời gian giao hàng nhanh, chất lượng với giá tiền hợp lý. Chấm 4",4,1,áo kiểu mẫu cửa tiệm hình hàng đóng_gói cẩn_thận gọn_gàng thời hàng chất_lượng giá tiền chấm
11441,"Mũ ấm, mỗi tội khóa dây ở cằm tháo mở hơi bất tiện",4,1,mũ ấm mỗi_tội khóa dây cằm tháo hơi
11442,Order 2 màu khác nhau nhưng sản phẩm bên ngoài không có sự khác biệt lắm!,4,1,hàng màu sản_phẩm khác_biệt lắm
11443,áo tạm được nhưng ở trong bị xù như mặc rồi ấy .......................,4,1,áo tạm xù mặc
11444,"Lần trước mua vải đẹp. Mua lần nữa.. sao nhìn vải ở cổ áo hok đẹp.. 
vải áo mỏng nữa.. hok ưng mẫu này cho lắm",4,1,vải đẹp vải cổ áo vải áo mỏng không_ưng mẫu lắm
11445,"mình có nhờ shop tư vấn cao m77 nặng 75 thì mặc vừa XL, nhưng kết quả lại chật :(",4,1,cửa tiệm tư_vấn mặc kết_quả chật
11446,"Sản phẩm chất lượng mình mua ở đây là lần thứ 3 rồi , lần này có 1 chút thất vọng là áo không cho vào hộp như 2 lần trước , sản phẩm vẫn chất lượng lắm ạ",4,1,sản_phẩm chất_lượng thất_vọng áo không_cho hộp sản_phẩm chất_lượng lắm
11447,"Giao hàng khá nhanh. Sản phẩm tạm ổn, chất lượng theo giá tiền",4,1,hàng sản_phẩm tạm ổn chất_lượng giá tiền
11449,Mình là khách hàng đã mua hàng của shop MuiDoi từ khi shop mới tham gia shopee nên góp ý với shop kiểm tra hàng thật kĩ và giao đúng size đúng màu và đủ số lượng để phục vụ khách hàng ngày một tốt hơn. Shop giao 1 cái màu xanh than ko phải màu đen nhé,4,1,khách_hàng hàng cửa tiệm muidoi cửa tiệm shopee góp_ý cửa tiệm kiểm trà hàng kĩ kích_thước màu số_lượng phục_vụ khách_hàng tốt cửa tiệm màu màu đen
11450,m có làm gì z má ơi má trmột loài má t má m má t má tao đi chơi với m tuột rank là,4,1,má má trmột loài má má má má tuột
11451,"Đồ đẹp vãi OK , nhưng có chỗ hơi dơ ạ!",4,1,đồ đẹp vãi đồng_ý chỗ hơi dơ
11453,"Hình ảnh và video mang tính chất lấy xu
Quần đẹp, chuẩn form.
Mỗi tội là bị bung chỉ 1 đoạn nên em chỉ cho 4 sao thôi ạ =)))))",4,1,hình_ảnh tính_chất quần đẹp chuẩn tội đoạn
11455,"Áo đẹp, nhma kh có tag áo như hình, ib hỏi thì hơn 1 ngày mới trả lời tn, đóng gói chắc chắn",4,1,áo đẹp nhma tag áo hình trả_lời đóng_gói
11457,Giao hàng lâu 20 ngày mấy nhận được hàng. Chất lượng quần cùng bình thường.,4,1,hàng hàng chất_lượng quần
11458,Chất vải ok..  nhưng quần 1 bên là bị bóng vải... ngay thân trước. Nên cho 4 sao,4,1,chất vải quần bóng vải thân
11459,Áo chất lượng ok.mỗi tội size mình chọn hơi chật,4,1,áo chất_lượng tội kích_thước hơi chật
11460,Bộ màu xanh thì đẹp. Còn bộ kia có nhiều chỉ thừa và bị xướt hơi buồn. Mình 58ki đặt size XL nhưng mình thấy rộng nhiều. ,4,1,màu đẹp thừa xướt hơi buồn kích_thước lỗi rộng
11461,"Áo khi gjặt bị phai màu nâu xuống lớp layer trắng, m cao m73 73kg mac xl",4,1,áo gjặt phái màu nâu lớp layer trắng
11462,Chất liệu so với giá tiền hơi mắt nha môn,4,1,chất_liệu giá tiền hơi mắt môn
11463,"Lung quan rong wa',day thun quan bj. Jiãn wa', Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh",4,1,phổi quân quân jiãn đóng_gói sản_phẩm thời hàng
11464,"Tưởng đặt gần tết giao lâu nhưng giao khá nhanh, đc tặng kèm móc khoá, gói hàng cẩn thận nhưng áo hơi mỏng so vs dự kiến 😥",4,1,tưởng tết tặng kèm móc khóa gói hàng cẩn_thận áo hơi mỏng
11466,"Áo xinh lắm lun mn
Không ngờ lại đẹp đến vayy luôn í
Giao hàng hơi lâu 19 ngày lận",4,1,áo lắm không_ngờ đẹp vayy í hàng hơi
11467,Áo in chữ bị lệch còn đâu oke,4,1,áo chữ lệch
11469,"San phẩm tốt, nhưng đặt size XL ma mặt vẫn chât.",4,1,phẩm tốt kích_thước lỗi mặt
11470,Quần vãi rất đẹp...nhưng đều hơi ngắn 🤭ns chung vẫn ok ,4,1,quần vãi đẹp hơi ngắn
11471,Hàng đẹp nhưng giao chưa đúng với màu và size hơi buồn,4,1,hàng đẹp màu kích_thước hơi buồn
11472,"Mua hàng, nhưng ko đúng màu đã chọn",4,1,hàng không_đúng màu
11477,"Sản phẩm y hình , mua hộ thui dkkdjdndndnđjsnsjnđjjdjdjd kkd",4,1,sản_phẩm hình hộ dkkdjdndndnđjsnsjnđjjdjdjd
11479,"chất áo giặt vài lần chắc sẽ bông xù vì mình thấy tay áo đã xù chút rồi, có chỗ bung chỉ k hài lòng lắm nhưng nhỏ nên cũng k đáng kể với cả đường chỉ may lớp áo trong hơi mỏng sơ ý là rách liền ấy, à còn chỗ mảnh ghép thì thô cứng hơi nhăn nhìn k ưng, nói chung với mức giá này cũng tạm chấp nhận dc",4,1,chất áo giặt xù áo xù chỗ không_hài_lòng lắm không_đáng_kể đường lớp_áo hơi mỏng sơ_ý rách liền chỗ mảnh ghép thô cứng hơi nhăn không_ưng giá tạm chấp_nhận
11480,Đánh giá mang tính chất nhận sao. Hài lòng vs chất lượng sản phẩm,4,1,tính_chất hài_lòng chất_lượng
11481,"Quần màu đen ít bị bạc màu, còn màu rêu nhanh bị bạc màu quá. Vãi thì ok , lên fom đẹp.",4,1,quần màu đen bạc_màu màu rêu chóng bạc_màu vãi đồng_ý đẹp
11483,"Nhận được hàng, sp sale nên giá okkkkkkkkkkkkkkkkkkkkkkkkkk",4,1,hàng giảm_giá giá
11484,"Chất lượng vải so với giá tiền thì tốt, kiểu dáng đẹp nhưng sao mình mua size M vs size XL thì chỉ chênh nhau 1cm kích thước vậy. Size XL mặc chật r. Đổi trả thì tốn công, tốn chi phí 😞. Shop nên điều chỉnh lại size đi ạ",4,1,chất_lượng vải giá tiền tốt kiểu_dáng đẹp kích_thước kích_thước lỗi chênh kích_thước kích_thước lỗi mặc chật đổi tốn công cửa tiệm điều_chỉnh kích_thước
11485,Hình ảnh mang tính chất minh hoạ. Áo quá mắc các bác ạ. 170k với giá này thì mua áo khác ok hơn vải quá mỏng nói chung tạm được nhưng với giá này thì quá mắc 😃 áo này tầm 110-120 thì oke. Nên suy nghĩ kĩ trước khi mua. Áo chiều dài thì ok còn chiều rộng thì nhỏ quá.,4,1,hình_ảnh tính_chất áo mắc giá áo đồng_ý vải mỏng tạm giá mắc cười áo tầm kĩ áo chiều đồng_ý chiều rộng
11487,Khong đẹp như lần trc nma thoii giá như này là ổn r,4,1,đẹp nma giá_như ổn
11492,sản phẩm đẹp và đáng đồng tiền mua...mọi người nên ủng hộ shop nha.,4,1,sản_phẩm đẹp đồng_tiền ủng_hộ cửa tiệm
11494,"Đã nhận được hàng, khá hài lòng",4,1,hàng hài_lòng
11495,"Sản phẩm ổn, chất lượng tương đương loại 60k ngoài cửa hàng. Nhân viên giao hàng dễ thương.",4,1,sản_phẩm ổn chất_lượng tương_đương hàng
11496,"Shop giao hàng hơi lâu! Cần khắc phục nhé
Đóng gói sản phẩm tốt",4,1,cửa tiệm hàng hơi khắc_phục đóng_gói sản_phẩm tốt
11497,Quần secondhand vải xấu và đã dấu hiệu sửa đổi,4,1,quần secondhand vải xấu dấu_hiệu
11499,Mua lần 2 đc đúng màu giao hàng nhanh sản phẩm thì đi đôi với giá nch đánh giá để nhận xu,4,1,màu hàng chóng sản_phẩm đi_đôi giá nói_chuyện
11500,"Chất vải  ok ,nhưng tay áo khá ngắn ko thích cho lắm ......................",4,1,chất vải đồng_ý áo ngắn không_thích lắm
11502,Áo đẹp nhưng mà khoá kéo khá là khó,4,1,áo đẹp khóa_kéo
11503,"Quần ok nhưng chất vải kh đồng đều giữa các quần, có cái vải cứng, kh co giãn",4,1,quần đồng_ý chất vải không_đồng_đều quần vải cứng
11506,Màu không giống ảnh lắm nhưng chất lượng tốt vì từng mua của Shop rồi,4,1,màu không_giống ảnh lắm chất_lượng tốt cửa tiệm
11508,Quần chất đẹp mỗi tội khoá túi sau bị mất móc kéo ............,4,1,quần chất đẹp tội khóa túi móc kéo
11510,"áo rất đẹp dùng tốt, giá ưu đãi, nhưng giao nhầm hàng, chọn ghi sáng giao tím than =)) chán, nhưng dù sao vẫn cảm ơn shop,",4,1,áo đẹp tốt giá ưu_đãi nhầm hàng tím chán
11512,"áo đẹp , chất cx tạm đc nhưng hơi mỏng , bị lỗi 1 chỗ nên mk chỉ cho 4 sao thôi với màu áo nhạt ko giống hình cho lắm 
nói chung cx tạm đc nhưng so với giá tiền thì cx ko ok cho lắm , hơi thất vọng về màu áo ",4,1,áo đẹp chất tạm hơi mỏng lỗi chỗ màu áo nhạt không_giống hình lắm tạm giá tiền không_đồng_ý lắm hơi thất_vọng màu áo
11514,"Quần nam nha mn, chất nỉ da cá đẹp, ck mik m68 nặng 70kg mặc vừa size s, trừ 1 sao vì size vô duyên mik đặt cho mik mà lại thành cho ck",4,1,quần nam chất nỉ cá đẹp chồng mặc kích_thước trừ kích_thước vô_duyên thành chồng
11516,"Thật sự thì mình không thích áo này. Chất vải nóng, có vẻ mịn nhưng nóng. Form áo hơi khó mặc. Mình chọn size to để mong rộng bề ngang, mặc thoải mái nhưng không rộng được mấy mà chỉ dài ra. 
Hình in khá xấu. ",4,1,không_thích áo chất vải nóng vẻ mịn nóng form áo hơi mặc kích_thước rộng bề mặc thoải_mái không_rộng hình xấu
11518,"Hình ảnh và video mang tính chất nhận xu thôi nha...
Giao hàng nhanh, áo len vải khá mỏng với hơi khô, k mềm mịn, nói chung vải cỡ 7/10. 
Cổ áo hơi nhỏ, với k co dãng mấy, đầu chui vào hơi chật, khó chịu, mà mạnh quá thì sợ bung chỉ mất. 
Với giá này so với sản phẩm thì 7/10đ. ",4,1,hình_ảnh tính_chất hàng áo vải mỏng hơi khô không_mềm mịn vải cỡ cổ áo hơi không_dãng đầu hơi chật khó_chịu sợ giá sản_phẩm
11519,"Tạm được  , may chỉ lỗi",4,1,
11524,hỏi shop để tư vấn shop bảo mặc vừa về thì lại nhỏ :),4,1,cửa tiệm tư_vấn cửa tiệm bảo mặc
11525,"Áo mỏng 
Đắt so với giá. Mua của tms 2 lần rồi hoodie cũng mỏng còn xù lông nữa
Áo khoác cũng mỏng hơi thất vọng hâhh🥲
Được cái form đẹp
M63 46kg mặc size L đẹp lắm nè",4,1,áo mỏng đắt giá hoodie mỏng xù lông áo_khoác mỏng hơi thất_vọng hâhh đẹp mặc kích_thước đẹp lắm
11526,"Quần hơi hôi , vãi mỏng không được như hình mấy ,nói chung phù hợp giá tiền ,giao nhanh đấy",4,1,quần hơi hôi vãi mỏng hình giá tiền chóng
11527,Áo đẹp chất vải tốt đóng gói cẩn thận mỗi tội mặc hơi chật tý ...,4,1,áo đẹp chất vải tốt đóng_gói cẩn_thận tội mặc hơi chật
11529, Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh,4,1,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm cửa tiệm phục_vụ tốt thời hàng
11530,"Giao hàng nhanh, quần nhìn cũng đẹp, nhưng mỏng, cách khâu viền lộ nhiều",4,1,hàng quần đẹp mỏng khâu viền lộ
11532,"Quần phom hơi nhỏ
Chất kaki không co giãn nên mọi người mua nhớ trừ hao tăng thêm 1 size, mình 29 hơi ôm, phải 30 mới ok",4,1,quần phom hơi chất kaki không_giãn trừ hảo hơi ôm đồng_ý
11533,"Chất vải k đẹp như mình mong muốn chất hơi thô cảm thấy củng bình thường 
Sao khi giặt xong áo lại ra màu coi bình luận quá trời không biết sao ai củng khen",4,1,chất vải không_đẹp chất hơi thô củng bình_thường giặt áo màu bình_luận quá_trời củng
11535,"Giao hàng lâu 
Áo rộng hơn so với size 
 Mua size M mà như L 
 
Đc cái chất vải rất OK ",4,1,hàng áo_rộng kích_thước kích_thước chất vải đồng_ý
11537,"Áo khá là to mình 1m58 mặc dài qua mông, phần chun 2 tay áo ko đều bên phải 9cm, bên trái 10cm, áo có một ít chỉ thừa, còn lại áo mặc rất ấm phần bông bên trong mềm",4,1,áo mặc mông áo không_đều trái áo thừa áo mặc ấm mềm
11538,Hàng đẹp xuất sắc có cái giao hàng quá lâu,4,1,hàng đẹp xuất_sắc hàng
11539,"Áo khá tốt, may kĩ và ít chỉ thừa nhưng vải mỏng nên khó lên form. Size vừa vặn với mình. 1m77 65kg size XL nha",4,1,áo tốt kĩ thừa vải mỏng kích_thước vừa_vặn kích_thước
11540,"áo đẹp lắm ạ
shop nói là vải nỉ dày dặn mà em thấy cũng kh dày lắm ạ
vải kh dày cũng kh mỏng 
nch là ok thôi ạ
giao hàng nhanh lắm",4,1,áo đẹp lắm cửa tiệm vải nỉ dày_dặn không_dày lắm vải không_dày không_mỏng nói_chuyện đồng_ý hàng chóng lắm
11546,Khá ổn nhưng mà vải hơi mỏng ,4,1,ổn vải hơi mỏng
11550,Quần bị sứt chỉ ở mép túi trái.mong shop để ý cho🙏,4,1,quần sứt_chỉ mép túi trái cửa tiệm để_ý
11551,"Đã nhận đc hàng, nhìn chung hàng ổn phù hợp vs giá tiền, bị lỗi đường may một chút ở túi bên trái.  Shop nhiệt tình nên vẫn sẽ ủng hộ lần sau",4,1,hàng hàng ổn giá tiền lỗi đường một_chút túi trái cửa tiệm nhiệt_tình ủng_hộ
11552,Cảm ơn shop đã giao hàng cho em😉💖,4,1,cửa tiệm hàng emcười yêu
11554,"hàng ok giá hợp lý với chất vải . đường may chỉ thừa , chỉ lỗi nhiều ",4,1,hàng đồng_ý giá hợp_lý chất vải đường thừa lỗi
11557,"Shop giao nhầm một sp cho mk, sau phản hồi shop đã gửi lại đúng sp. Khá ưng ý, nhưng shop nên có công tác kiểm tra hàng kỹ càng trc khi giao sẽ lợi cho cả đôi bên.",4,1,cửa tiệm nhầm phản_hồi cửa tiệm gửi ưng_ý cửa tiệm công_tác kiểm trà hàng kỹ lợi
11562,Hàng bé hơn so với size thực.,4,1,hàng bé kích_thước thực
11563,"Kìa màn đêm hiu hắt mang tên em
Quay về trong ký ức của anh qua thời gian
Chiều lặng im nghe gió đung đưa cây
Như là bao nỗi nhớ cuốn anh trôi về đâu",4,1,màn đêm hắt ký_ức thời chiều lặng nghệ gió đung_đưa nỗi trôi
11564,form quần khá thô và bị vết dơ.vải kh dày nhưng vừa ổn.khá dài với m55,4,1,form quần thô vết dơ vải không_dày ổn
11566,"Chất thì được. Mà mình 61kí, đặt size L về bị chật.",4,1,chất kích_thước chật
11567,giao hàng qua lâu mình đặt từ 6 6 săn sale mà chắc hơn nữa tháng mới có chất lượng sp cũng ko quá nổi bật,4,1,hàng săn giá chất_lượng không_quá
11569,Áo cũng đc xinh mà may chx chắc chắn cho lắm nên mik cho 4 sao nhoa,4,1,áo chx lắm
11570,"Tặng kèm 1 áo 1 tất mà mua 2 áo shop gửi 1 tất. 
Áo phản quang k rõ gần như hình in bthg k phản quang.",4,1,tặng kèm áo tất áo cửa tiệm gửi áo phản không_rõ hình bthg
11571,"Chất vải 1 lớp mỏng bình thường, phù hợp với giá sale. Chứ giá gốc thì k đáng. Mặc trời thu thì được. Không nghĩ mỏng đến thế",4,1,chất vải lớp mỏng bình_thường giá giá gốc mặc trời không_nghĩ mỏng
11572,"Áo mặc đẹp, mình cao 1m77 nặng 70kg thấy áo hơi ôm, có thêm 1 size thì tốt, giặt dc 1 lần thấy mặc hơi ngứa, chắc phải giặt thêm 2 3 lần nữa hoặc mặc gì đó lót trong",4,1,áo mặc đẹp áo hơi ôm kích_thước tốt giặt mặc hơi ngứa giặt mặc lót
11577,"Vải hơi mỏng, nhưng đáng mua nha",4,1,vải hơi mỏng
11578,"Áo có chỉ thừa
Áo hơi chật 1m75 mặc chật nha",4,1,áo thừa áo hơi chật mặc chật
11579,"Mua 2 áo 2 màu cùng 1 size.Trên áo in đúg size,nhưg đc 1 lớn 1 nhỏ,vải áo khác nhau.Shop cho trả hàg ,nhưg mình phải tốn phí gửi trả cho bưu điện.Rất buồn khi Shop mô tả ko đúng với size áo,lỗi ở Shop mà shop ko hỗ trợ phí trả hàg..Màu Trắg vải áo đc so với giá sale 75k ..",4,1,áo màu áo đúg nhưg vải áo shop hàg nhưg tốn_phí gửi bưu_điện buồn cửa tiệm mô_tả không_đúng kích_thước áo lỗi cửa tiệm cửa tiệm không_hỗ_trợ phí hàg màu trắg vải áo giá giá
11582,"Hàng đẹp,màu hơi nhạt hơn so với ảnh chụp.",4,1,hàng đẹp màu hơi nhạt ảnh chụp
11583,Đã nhận được hàng. Chất vải ổn so vs tầm giá tay áo ngay chỗ viền trắng hơi bị dúng lại,4,1,hàng chất vải ổn tầm giá_áo chỗ viền trắng hơi dúng
11586,Áo đẹp. Mặc khá mát nhưng giao hàng hơi lâu. Mọi người nên mua lớn hơn một size mình mặc thì sẽ thoải mái hơn nha .,4,1,áo đẹp mặc mát hàng hơi kích_thước mặc thoải_mái
11588,Khá đẹp nma mk bị rộng ao khá mỏng kbt có bị xù k .tay ao quá dài :((,4,1,đẹp nma rộng áo_dài mỏng kbt xù không_áo_dài
11589,"Áo đúng kiểu dáng, đúng màu. Vải hơi cứng, không quá mềm mại..",4,1,áo kiểu_dáng màu vải hơi cứng không_quá
11592,Hàg đẹp mà hơi nhiều chỉ thừa,4,1,hàg đẹp hơi
11593,Hình ảnh mang tính chất nhận xu. quần nhìn màu đẹp. RỘNG THÙNG THÌNH. chất lượng tương đương giá tiền,4,1,hình_ảnh tính_chất quần màu đẹp chất_lượng tương_đương giá tiền
11594,"Áo size M mà dài rộng quá không bó người
Giao hàng nhanh 
Gói hàng cẩn thận
Màu trắng hơi lộ",4,1,áo kích_thước rộng không_bó hàng chóng gói hàng cẩn_thận màu trắng hơi
11595,"áo nhiều chỉ  thừa.  tay áo ngắn, áo mặc nóng không thấm mồ hôi.!",4,1,áo áo ngắn áo mặc nóng không_thấm
11596,"Mình thích , quần mặc chắc chắn nhưng vẫn có chỉ thừa nhiều , nên mua ạ",4,1,thích quần mặc thừa
11597,"chất khá xấu 
màu nhìn tạm ổn
ship khá nhanh nói chung là tạm ổn ạ",4,1,chất xấu màu tạm ổn chóng tạm ổn
11600,"Sản phẩm tốt, chất lượng, dày dặn. Đánh giá 5 sao. Nhưng vì mua đúng lúc cháy hàng do tết nên giao chậm  xin phép cho 4 sao. Có cơ hội sẽ mua lại lần 2",4,1,sản_phẩm tốt chất_lượng cháy hàng tết chậm phép
11604,Tay áo may gọn hơn nữa thì ok,4,1,áo gọn
11605, Thời gian giao hàng nhanh.10 sp.có 3sp bị lỗi. chấp nhận dc trong tầm giá.,4,1,thời hàng lỗi chấp_nhận tầm giá
11606,Hình ảnh chỉ mang tính nhận xu. Chất k được ok cho lắm. Lông bên trong mặc thấy bị rụng. K biết giặt có rụng nhiều k. Hơi thất vọng một chút,4,1,hình_ảnh chất đồng_ý lắm lông mặc rụng giặt rụng hơi thất_vọng
11607,Bt mặt xxl là hơi rộng nhưng xxl này mặt lại hơi nhỏ.sp ok,4,1,mặt hơi rộng mặt hơi
11612,"Giao hàng hơi lâu ship dễ thương, áo vải tb, dây kéo ko dc trơn tru sờ vào thấy hơi bén, shop có nt hỏi sp có vấn đề thì shop hỗ trợ nhưng mình có nhu cầu thì mnh phai chiu phí ship nen thoi, tạm ổn thanks shop ",4,1,hàng hơi dễ_thương áo vải tb dây kéo trơn sờ hơi bén cửa tiệm cửa tiệm cầu mnh phái phí tạm ổn cửa tiệm
11614,Quần khá đẹp nhưng mình đặt size hơi to với mình .............,4,1,quần đẹp kích_thước hơi
11616,"Mua lại shop lần 2 , lần này mình đặt sz vẫn như cũ nhưng chắc tuỳ lô hàng form to nhỏ khác nhau nhưng vẫn ưng đợt hàng cũ hơn chất vãi cũng đẹp hơn hàng mới kiểu vãi bị mỏng , dịch nên cũng ko muốn phiền shop đổi lại 
Hình ảnh chỉ mang tính chất nhận xu",4,1,cửa tiệm sz cũ tùy lô hàng ưng đợt hàng cũ chất vãi đẹp hàng kiểu vãi mỏng dịch không_muốn phiền cửa tiệm đổi hình_ảnh tính_chất
11621,"Thực chất ra thì với giá rẻ như này thì m cũng k hi vọng nhiều. K phải là chất đũi r :( được cái là shop rep nhiệt tình, đổi trả sz ok. Dù sao cũng thank shop",4,1,thực_chất giá rẻ không_chào vọng chất đũi cửa tiệm đại_diện nhiệt_tình đổi sz cảm_tạ cửa tiệm
11625,Sản phẩm phù hợp với giá tiền. Độ bền chắc ko dk bao nhiêu vì vãi mỏng. Fom nhìn cũng đẹp. Nói chung tiền nào của đó,4,1,sản_phẩm giá tiền độ bền không_nhiêu vãi mỏng đẹp tiền
11627,Cùng sz nhưng cái to cái nhỏ. Ko hài lòng lắm.,4,1,sz không_hài_lòng lắm
11628,"Áo vải gió có lót llong 
Giặt xong thấy bên ngoài hơi nhăn ??? Vải gió
- số xui nhận được 1 chiếc bị sứt vải ở ống tay
Giá 160 không đắt không rẻ",4,1,áo vải gió lót llong giặt hơi vải gió xẻo sứt vải ống giá không_đắt
11629,Quần hơi chật bắp chân chắc do bắp chân mình to. Chắc phải mặc 3xl chắc mới vừa,4,1,quần hơi chật bắp_chân bắp_chân mặc
11631,Chất lượng sản phẩm tạm được. Giao hàng không quá nhanh. Cho shop 4 sao lấy làm động lực phát triển thêm những sản phẩm xịn xò hơn nữa ^^^ 1m7 nặng 60kg fit size 32,4,1,chất_lượng sản_phẩm tạm hàng cửa tiệm động_lực phát_triển sản_phẩm xịn xò fit
11632,"Áo có màu hơi vàng hơn so với mình tưởng tượng, phần tay áo nó mỏng hơn mình nghĩ luôn, hơi thất vọng 1 xíu. Mình 72kg cao 1m56 mặc 2XL khá vừa vặn nha mn",4,1,áo màu hơi vàng tưởng_tượng áo mỏng hơi thất_vọng xíu mặc vừa_vặn
11633,Áo đẹp tuy nhiên hơi bé. Mình 1m70 59kg mặc XL mà còn ngắn :((,4,1,áo đẹp nhiên hơi bé mặc lỗi mà_còn ngắn
11635,"Quan qua mỏng, tam ổn, neu co loại tốt hơn thì ok",4,1,quân mỏng ổn tốt
11638,Áo oke . Chất hơi mỏng với cả phần cổ tay áo hơi rộng nha phải đi bóp lại cho đẹp . Trừ 1 saooo,4,1,áo chất hơi mỏng cổ áo hơi rộng bóp đẹp trừ
11639,Mua đồ trên live công nhận hên xui ah. Mua lần đầu tiên ở shop này 3 sản phẩm ưng đc có 1 cái áo. Còn lại bị nhỏ mà chả đổi đc.,4,1,đồ công_nhận hên cửa tiệm sản_phẩm ưng áo chả đổi
11640,"Giao hàng nhanh. Lúc mở k để ý. Đi giặt mới phát hiện thủng 1 lỗ nhỏ. Mình dùng tay xé nên k thể làm rách đc, trong khi áo để trong túi nhỏ nữa",4,1,hàng không_để_ý giặt phát_hiện thủng lỗ xé rách đc áo túi
11644,Màu áo ngoài trắng ngà chứ ko dc trắng tinh,4,1,màu áo trắng_ngà trắng
11645,"Quần mát, nhưng phần giữa mỏng. ",4,1,quần mát mỏng
11646,Áo hơi mỏng. Hơi dài. Phom ôm người quá.,4,1,áo hơi mỏng hơi phom ôm
11647,"Hàng oke, săn deal 1k nên không được chọn màu nhưng mình đã nói là đừng lấy màu đen, cuối cùng giao màu đen :))",4,1,hàng săn thỏa_thuận màu đừng màu đen màu đen
11648,"Kiểu áo như hình, vải hơi nóng ",4,1,kiểu áo hình vải hơi nóng
11649,Mọi người nên đặt sai SL . Hàng thì cũng ok,4,1,hàng đồng_ý
11651,"K biết nói j hơn vì mua sale :)))))) về ch chê mặc quá chật, k cử động nổi, chỉ thừa tùm lum, ô ch bảo: áo lỗi nên mới sale 😂",4,1,giảm_giá chê mặc chật không_cử_động nổi thừa tùm ô bảo áo lỗi giá cười
11652,"Ảnh chỉ mang tính chất nhận xu, hàng chất lượng tốt, đáng tiền, đóng gói ok. Mặt bên trong còn thô, các đường chỉ bên trong có thể gây ngứa nếu lựa chon mặc áo tay ngắn bên trong",4,1,ảnh tính_chất hàng chất_lượng tốt tiền đóng gói mặt thô đường ngứa lựa mặc áo ngắn
11654,Giao sai màu nhưng vẫn đẹp mỗi tội tay dài quá nếu ai định mua chọn size vừa thoii nha ham hố chọn 3xl dài qué trời :((,4,1,màu đẹp tội định kích_thước giăm_bông hố qué trời
11656,Sản phẩm mặc dù rất đẹp nhưng chất lượng vải thì  hơi không chất lượng,4,1,sản_phẩm mặc_dù đẹp chất_lượng vải hơi
11658,Đã nhận đc sản phẩm nhưng chỉ may k khéo bị rách thịt vải r shop ơi -1 sao,4,1,sản_phẩm không_khéo rách thịt vải cửa tiệm
11660,Quần rộng lắm mng ạ m7 nặng 58kg mặc size 30 nó rộng lắm cho vãi đẹp chất lượng ok nhưng rộng,4,1,quần rộng lắm mặc kích_thước rộng lắm vãi đẹp chất_lượng đồng_ý rộng
11663,Shop phục vụ khá tốt Thời gian giao hàng nhanh,4,1,cửa tiệm phục_vụ tốt thời hàng
11664,"Hơi mỏng, nhưng vs giá thành thì chấp nhận đc",4,1,hơi mỏng giá_thành chấp_nhận
11666,Ngoài sứt chỉ và bị mực 1 chút. Áo hơi nhăn. Thì mọi thứ đều ổn. Ship nhanhhhh,4,1,sứt_chỉ mực áo hơi ổn
11669,Chất lượng ko tốt như mong đợi,4,1,chất_lượng không_tốt đợi
11670,"Kính bị vỡ... 
Anh giao hàng khó tính ",4,1,kính vỡ hàng
11672,"Giao hàng khá nhanh, vải hơi mỏng, so với giá tiền thì cũng ổn, ko mong đợi gì nhiều",4,1,hàng vải hơi mỏng giá tiền ổn không_đợi
11674,"Bố em bảo quần mỏng nhưng mà không sao, đằng nào thì cũng chỉ mặc ở nhà ^^ thanks shop",4,1,bố bảo quần mỏng không_đằng mặc cửa tiệm
11675,áo còn khá nhiều chỉ bị thừa,4,1,áo thừa
11676,Nỉ bông mỏng. Lên dáng kh được đẹp. Mặc ở nhà thì được………….₫/&/,4,1,nỉ mỏng dáng đẹp mặc
11678,"Shop giao hàng nhanh gửi đúng mẫu và size , nhưng mẫu này fom hơi ôm nên sz L mà hơi nhỏ , mong shop sau này cho khách được kiểm hàng thì đóng dấu cho khách kiểm như vậy sẽ dễ và tốt hơn , 1 điều nữa ko thích lắm là hàng đăng có hộp đầy đủ nhưng gửi chỉ có cái bọc ko có hộp để tặng",4,1,cửa tiệm hàng chóng gửi kích_thước mẫu hơi ôm sz hơi cửa tiệm kiểm hàng đóng_dấu kiểm tốt không_thích lắm hàng đăng hộp đầy_đủ gửi bọc hộp tặng
11680,"vải chỉ có 2 lớp rất mỏng, gửi hàng nhanh shop trả lời nhiệt tình",4,1,vải lớp mỏng gửi hàng chóng cửa tiệm trả_lời
11681,"Giao hàng hơi lâu , quần rày dặn không có chỉ thừa fjirrgnbdrff",4,1,hàng hơi quần dặn thừa
11682,Áo đẹp chất tốt nhưng giao sai màu trừ 1 điểm,4,1,áo đẹp chất tốt màu trừ
