device_brand,os,screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,internet
Lenovo,Android,25.43,8.0,1.6,16.0,4.0,9000.0,615.0,2014,954,4.824466346,5.56056624,no
Lenovo,Android,12.78,8.0,1.6,16.0,4.0,4000.0,190.0,2014,946,4.207822046,5.530935888,no
Lenovo,Android,12.7,13.0,5.0,16.0,4.0,2000.0,140.0,2014,721,4.043752776,5.297967305,no
Lenovo,Android,10.34,8.0,0.3,32.0,4.0,3000.0,151.0,2014,898,4.086144366,5.12622333,no
Lenovo,Android,15.24,5.0,0.3,32.0,4.0,2500.0,196.0,2014,904,3.801091445,4.881740754,no
Lenovo,Android,12.7,8.0,1.6,32.0,4.0,2250.0,163.3,2014,802,4.271095074,4.93548062,no
Lenovo,Android,15.24,8.0,1.6,32.0,4.0,3000.0,170.0,2013,655,4.095843438,5.391625544,no
Lenovo,Android,10.34,8.0,0.3,32.0,4.0,2000.0,126.0,2013,1033,4.263806003,5.604514473,no
Lenovo,Android,12.83,13.0,5.0,16.0,4.0,3000.0,145.2,2013,780,5.085495364,6.176823154,4g
Lenovo,Android,25.43,5.0,1.6,16.0,4.0,9000.0,605.0,2013,766,4.931375613,5.384357439,no
Lenovo,Android,20.32,5.0,1.6,16.0,4.0,6000.0,401.0,2013,602,4.586496921,5.247024072,no
Lenovo,Android,10.29,3.15,1.0,16.0,4.0,2500.0,159.0,2013,917,3.54731589,4.368307963,no
Lenovo,Android,12.7,13.0,5.0,16.0,4.0,2000.0,121.0,2013,986,4.457365991,6.0415396,no
Lenovo,Android,17.78,5.0,1.6,16.0,4.0,3450.0,244.9,2013,574,4.290596418,4.881361492,no
Lenovo,Android,12.83,5.0,0.3,16.0,4.0,2250.0,184.0,2013,582,4.292101927,5.007162605,no
Lenovo,Android,10.29,5.0,0.3,16.0,4.0,2000.0,130.0,2013,944,3.94854778,5.020519616,no
Lenovo,Android,12.7,8.0,0.3,16.0,4.0,4000.0,176.0,2013,630,4.204841862,5.242117317,no
Lenovo,Android,10.34,12.0,2.0,16.0,4.0,2000.0,143.0,2013,818,4.461992416,5.447469862,no
Lenovo,Android,10.16,5.0,1.0,16.0,4.0,1500.0,131.0,2013,542,3.582963229,4.236567243,no
Lenovo,Android,7.75,2.0,1.0,512.0,0.25,1300.0,112.0,2013,987,3.18221184,4.241902127,no
Lenovo,Android,12.78,8.0,2.0,16.0,4.0,2250.0,159.0,2013,668,4.338858139,5.522660198,no
Lenovo,Android,17.78,5.0,0.3,16.0,4.0,3500.0,339.0,2013,899,4.632493482,5.185148668,no
Lenovo,Android,17.78,6.5,0.3,16.0,4.0,3500.0,340.0,2013,801,4.241326753,5.020915604,no
Lenovo,Android,12.83,13.0,2.0,16.0,4.0,2500.0,162.0,2013,740,4.726591041,5.883127383,no
Lenovo,Android,12.7,8.0,0.3,16.0,4.0,2250.0,176.0,2013,549,3.94951145,5.440727972,no
Lenovo,Android,17.78,3.15,0.3,16.0,4.0,3550.0,400.0,2013,890,4.430459592,5.001998101,no
Lenovo,Android,12.7,8.0,0.3,16.0,4.0,2250.0,165.4,2013,893,3.747619949,4.942427828,no
Lenovo,Android,10.29,8.0,1.0,16.0,4.0,2000.0,151.0,2013,551,3.880738715,4.700389453,no
Lenovo,Android,10.29,5.0,1.0,16.0,4.0,2000.0,155.0,2013,638,3.983599204,4.78423645,no
Lenovo,Android,10.16,3.15,1.0,512.0,0.25,1500.0,134.0,2013,836,3.555633735,4.505239347,no
Lenovo,Android,10.29,8.0,1.0,16.0,4.0,2000.0,140.0,2013,627,4.287441192,5.433197849,no
LG,Android,15.34,8.0,13.0,128.0,4.0,4000.0,183.0,2019,369,5.620183451,6.858060706,4g
LG,Android,15.27,8.0,13.0,128.0,4.0,3500.0,167.0,2019,310,5.431010908,6.430042007,4g
LG,Android,15.27,16.0,8.0,64.0,4.0,3000.0,159.0,2019,518,4.624678652,5.984465108,4g
LG,Android,15.34,13.0,5.0,64.0,4.0,3300.0,169.0,2018,586,5.004885462,6.687121077,4g
LG,Android,15.27,16.0,8.0,32.0,4.0,3000.0,156.0,2018,668,4.523526197,6.214248034,4g
LG,Android,15.29,16.0,5.0,64.0,4.0,3300.0,172.0,2018,394,5.184588601,6.034859229,4g
LG,Android,12.78,13.0,5.0,32.0,4.0,3000.0,169.0,2018,487,4.818101772,5.596865192,4g
LG,Android,15.29,13.0,5.0,32.0,4.0,3300.0,172.0,2018,716,4.582822322,5.516528775,4g
LG,Android,15.29,13.0,8.0,64.0,4.0,3300.0,171.0,2018,445,4.926311212,5.703649132,4g
LG,Android,15.24,13.0,8.0,128.0,4.0,3300.0,157.0,2018,492,5.161523515,6.550394386,4g
LG,Android,12.83,13.0,5.0,64.0,4.0,3000.0,145.0,2018,494,4.518086079,5.194122838,4g
LG,Android,15.27,13.0,8.0,128.0,4.0,3000.0,162.0,2018,696,4.532707014,6.011855237,4g
LG,Android,15.24,13.0,5.0,256.0,4.0,3300.0,158.0,2018,366,5.400106512,6.477049283,4g
LG,Android,12.78,13.0,8.0,32.0,4.0,3000.0,162.0,2018,545,4.257596556,5.007563916,4g
LG,Android,12.78,13.0,5.0,32.0,4.0,3000.0,172.3,2018,478,4.635602393,5.301462416,4g
LG,Android,15.24,13.0,5.0,128.0,4.0,3300.0,158.0,2017,860,5.073610093,6.036222784,4g
LG,Android,12.75,13.0,5.0,32.0,4.0,3000.0,146.0,2017,743,4.631130288,5.519739437,4g
LG,Android,12.83,13.0,5.0,64.0,4.0,3000.0,149.0,2017,746,4.180675152,5.021641173,4g
LG,Android,20.32,5.0,5.0,32.0,4.0,3000.0,290.0,2017,730,4.558183395,5.85455603,4g
LG,Android,12.75,16.0,5.0,32.0,4.0,4100.0,166.5,2017,616,4.442768897,5.637428974,4g
LG,Android,12.88,13.0,5.0,32.0,4.0,3300.0,163.0,2017,588,4.44370952,5.603335792,4g
LG,Android,12.83,13.0,5.0,16.0,4.0,4500.0,164.0,2017,576,4.131640347,5.192901294,4g
LG,Android,12.88,13.0,5.0,32.0,4.0,3080.0,150.0,2017,613,4.79015486,5.566701934,4g
LG,Android,12.88,13.0,5.0,16.0,4.0,3200.0,149.0,2016,911,4.430578675,5.296465653,4g
LG,Android,12.78,8.0,5.0,16.0,4.0,2800.0,141.8,2017,611,3.971800209,4.498586701,4g
LG,Android,12.78,13.0,5.0,16.0,4.0,2660.0,140.0,2016,961,4.262679877,5.080161357,4g
LG,Android,12.78,13.0,5.0,16.0,4.0,2800.0,144.0,2016,864,4.368814741,5.343529709,4g
LG,Android,12.7,13.0,5.0,16.0,4.0,2500.0,144.0,2016,632,4.375127893,5.075486266,4g
LG,Android,12.7,8.0,5.0,16.0,4.0,2500.0,143.0,2017,642,4.07787637,4.598145571,4g
LG,Android,12.7,5.0,5.0,32.0,4.0,2500.0,138.0,2016,803,4.245204118,4.767884096,4g
LG,Android,10.29,5.0,2.0,32.0,4.0,2100.0,132.0,2016,549,3.839022113,4.608464753,4g
LG,Android,25.43,5.0,5.0,32.0,4.0,2660.0,510.0,2016,702,5.124796966,5.604698516,4g
LG,Android,12.88,12.3,5.0,32.0,4.0,3200.0,174.0,2016,859,4.906089261,5.856875452,4g
LG,Android,12.7,8.0,5.0,16.0,4.0,2100.0,122.0,2016,862,3.969348072,5.193401197,4g
LG,Android,12.83,13.0,5.0,16.0,4.0,2800.0,133.0,2016,661,4.515136063,5.072357353,4g
LG,Android,12.83,13.0,5.0,16.0,4.0,2800.0,133.0,2016,681,4.095510549,5.294610505,4g
LG,Android,12.83,12.3,8.0,32.0,4.0,3000.0,150.0,2016,1015,4.72046123,5.481222087,4g
LG,Android,20.32,5.0,5.0,16.0,4.0,2660.0,143.0,2016,574,4.405254761,5.860985634,4g
LG,Android,20.32,5.0,5.0,16.0,4.0,4800.0,309.0,2016,738,4.768478804,5.403667882,4g
LG,Android,12.78,13.0,5.0,16.0,4.0,4100.0,139.0,2016,556,4.425684604,4.873898771,4g
LG,Android,12.7,8.0,5.0,16.0,4.0,2100.0,121.0,2016,813,4.049172844,4.234686047,4g
LG,Android,12.88,13.0,5.0,16.0,4.0,2900.0,146.0,2016,706,4.512945242,5.184980681,4g
LG,Android,12.88,13.0,5.0,16.0,4.0,3000.0,144.6,2016,554,4.209011637,5.019330712,4g
LG,Android,12.7,5.0,2.0,32.0,4.0,1900.0,128.0,2016,986,3.646754528,4.79015486,4g
LG,Android,10.29,5.0,0.3,32.0,4.0,1940.0,127.0,2016,924,3.696103299,4.599051505,4g
LG,Android,12.78,12.3,8.0,32.0,4.0,2800.0,156.0,2016,981,4.368434681,5.854899988,4g
LG,Android,12.78,12.3,8.0,32.0,4.0,2800.0,159.0,2016,726,4.754710253,5.701078823,4g
LG,Android,12.75,12.3,8.0,16.0,4.0,2520.0,118.0,2016,741,4.31455047,5.352947587,4g
LG,Android,12.52,13.0,8.0,16.0,4.0,2300.0,120.0,2016,872,4.493568009,4.867380592,4g
LG,Android,12.7,8.0,5.0,32.0,4.0,2125.0,157.0,2016,824,4.240030949,4.775756487,4g
LG,Android,12.88,13.0,8.0,16.0,4.0,3000.0,145.0,2016,849,4.568609931,5.140903033,4g
LG,Android,12.78,13.0,5.0,16.0,4.0,2300.0,142.0,2016,809,4.108576144,5.137620306,4g
LG,Android,12.7,5.0,5.0,32.0,4.0,2125.0,161.0,2016,578,4.235120483,4.697840521,4g
LG,Android,10.29,5.0,2.0,32.0,4.0,1940.0,120.0,2016,1033,4.020518602,4.611251656,4g
LG,Android,12.83,13.0,8.0,16.0,4.0,3000.0,158.0,2015,663,4.437934267,5.242646082,no
LG,Android,12.88,13.0,5.0,16.0,4.0,3000.0,169.8,2015,599,4.474491862,5.252063982,4g
LG,Android,12.88,16.0,5.0,32.0,4.0,3000.0,192.0,2015,867,4.764393692,5.519779505,4g
LG,Android,12.75,12.3,5.0,16.0,4.0,2700.0,136.0,2015,983,4.174541104,5.595603175,4g
LG,Android,12.7,13.0,8.0,16.0,4.0,2050.0,150.0,2015,565,4.446291681,5.245127538,4g
LG,Android,25.43,5.0,2.0,16.0,4.0,7400.0,489.0,2015,981,4.751432693,5.521460918,4g
LG,Android,20.32,5.0,2.0,32.0,4.0,4200.0,347.0,2015,709,4.401706705,5.705614129,4g
LG,Android,7.67,3.15,0.3,16.0,4.0,1700.0,143.0,2015,1002,3.619797293,5.011634794,4g
LG,Android,10.29,5.0,0.3,32.0,4.0,1900.0,138.9,2015,713,3.503453082,4.502583597,4g
LG,Android,12.7,8.0,5.0,32.0,4.0,2540.0,155.0,2015,881,3.909219078,4.879767019,no
LG,Android,12.75,8.0,5.0,32.0,4.0,2300.0,139.0,2015,821,3.983226764,5.07348489,4g
LG,Others,7.62,1.3,5.0,32.0,0.25,950.0,125.0,2015,674,3.839452313,4.614625345,no
LG,Android,12.7,8.0,5.0,32.0,4.0,2540.0,136.0,2015,798,4.230913005,5.022827335,4g
LG,Android,12.83,16.0,8.0,32.0,4.0,3000.0,155.0,2015,570,4.928122873,5.635467944,4g
LG,Android,12.83,16.0,8.0,32.0,4.0,3000.0,155.0,2015,617,4.634631896,5.706578562,4g
LG,Android,12.88,8.0,5.0,32.0,4.0,3000.0,165.9,2015,746,4.186619838,5.189283446,4g
LG,Android,12.88,13.0,5.0,32.0,4.0,3000.0,163.0,2015,814,4.524285457,5.522220629,4g
LG,Android,12.7,8.0,2.1,16.0,4.0,2610.0,135.0,2015,980,4.161847435,5.396532414,4g
LG,Android,12.7,8.0,5.0,32.0,4.0,2540.0,137.0,2015,930,3.946037884,4.937777822,4g
LG,Android,10.34,8.0,1.0,32.0,4.0,2100.0,124.4,2015,1003,4.029806041,4.80098365,4g
LG,Android,10.29,5.0,0.3,32.0,4.0,1900.0,140.0,2015,696,3.645710959,4.788907407,4g
LG,Android,10.16,5.0,0.3,16.0,4.0,1900.0,128.0,2015,652,3.731220295,4.51008998,4g
LG,Android,12.83,13.0,2.1,16.0,4.0,3000.0,152.0,2015,561,4.556714966,5.599939326,4g
LG,Android,10.29,5.0,0.3,16.0,4.0,2100.0,138.9,2014,695,3.435920818,3.929273359,4g
LG,Android,12.7,8.0,1.3,32.0,4.0,2460.0,140.45,2014,959,3.749268754,4.874662829,no
LG,Android,10.29,8.0,0.3,16.0,4.0,1820.0,153.7,2014,778,3.999667515,4.602967762,no
LG,Android,12.83,13.0,2.1,32.0,4.0,3000.0,149.0,2014,588,4.410978457,5.524775419,4g
LG,Android,12.93,13.0,2.1,32.0,4.0,3000.0,182.0,2014,776,4.115616697,5.530063807,4g
LG,Android,10.29,5.0,0.3,16.0,4.0,2100.0,129.6,2014,1025,3.97724879,4.624972813,4g
LG,Android,10.24,5.0,0.3,16.0,4.0,1540.0,119.0,2014,890,3.2820384,4.50821866,no
LG,Android,10.24,5.0,0.3,16.0,4.0,1700.0,140.45,2014,564,3.781686504,4.518413322,no
LG,Android,12.83,13.0,1.3,32.0,4.0,3000.0,163.0,2014,1000,4.711779921,5.475165639,no
LG,Android,12.7,8.0,1.0,32.0,4.0,2540.0,137.0,2014,646,3.819907717,4.619763188,no
LG,Android,10.29,8.0,0.3,16.0,4.0,1900.0,145.0,2014,708,3.637059705,4.701116527,no
LG,Android,20.32,5.0,1.3,16.0,4.0,4200.0,344.0,2014,775,4.29837325,5.473152638,4g
LG,Android,12.88,8.0,1.3,32.0,4.0,3200.0,167.0,2014,1009,4.185403293,5.59905139,4g
LG,Android,12.75,13.0,2.1,32.0,4.0,2610.0,146.8,2014,952,4.130676491,5.888822555,4g
LG,Android,17.78,5.0,0.3,16.0,4.0,4000.0,294.8,2014,708,4.485485343,5.243333058,4g
LG,Android,10.16,3.15,0.3,16.0,4.0,1900.0,142.0,2014,715,3.270708974,4.624384405,no
LG,Android,7.67,2.0,1.3,16.0,4.0,1540.0,140.45,2014,952,3.384051223,4.116595171,no
LG,Android,12.88,8.0,1.3,32.0,4.0,3200.0,168.1,2014,1048,4.785823686,5.69950668,4g
LG,Android,12.83,13.0,2.1,32.0,4.0,3000.0,154.0,2014,752,4.799831955,5.802148586,4g
LG,Android,12.7,8.0,1.3,32.0,4.0,2540.0,140.45,2014,801,4.287853308,5.347631203,no
LG,Android,12.7,8.0,1.3,32.0,4.0,2540.0,134.0,2014,780,4.015120963,5.244125137,4g
LG,Android,10.24,5.0,0.3,16.0,4.0,2100.0,127.0,2014,563,4.025530246,5.245338442,no
LG,Android,12.83,13.0,2.1,32.0,4.0,3000.0,149.7,2014,909,4.533459338,5.702314731,4g
LG,Android,12.83,13.0,2.1,16.0,4.0,3000.0,149.0,2014,688,4.415944853,5.699707517,4g
LG,Android,10.34,8.0,1.3,32.0,4.0,3000.0,136.1,2014,980,3.763986927,4.864066907,4g
LG,Android,25.43,5.0,1.3,16.0,4.0,8000.0,535.8,2014,569,5.045229939,5.600974255,4g
LG,Android,25.43,5.0,1.3,16.0,4.0,8000.0,523.0,2014,910,4.803283068,5.566166561,no
LG,Android,20.32,5.0,1.3,16.0,4.0,4200.0,342.0,2014,782,4.326381781,5.400241986,no
LG,Android,17.78,3.15,1.3,32.0,4.0,4000.0,293.0,2014,1015,4.25177557,5.071604954,no
LG,Android,12.7,5.0,0.3,16.0,4.0,2540.0,140.45,2014,722,3.762129916,4.786491242,no
LG,Android,10.34,5.0,0.3,32.0,4.0,2440.0,123.9,2014,1005,4.322143925,5.389710795,4g
LG,Android,10.24,5.0,0.3,16.0,4.0,2100.0,126.0,2014,751,3.988984047,5.017478493,no
LG,Android,20.4,5.0,1.3,16.0,4.0,4600.0,339.9,2014,996,4.68203863,5.38609928,4g
LG,Android,10.29,5.0,0.3,16.0,4.0,2440.0,129.6,2014,592,3.354105774,5.291494141,4g
LG,Android,10.34,13.0,1.3,32.0,4.0,2440.0,121.0,2014,632,4.261975404,5.477968695,4g
LG,Android,10.34,8.0,1.3,32.0,4.0,2440.0,121.0,2014,888,4.071417058,5.194344776,4g
LG,Android,10.34,8.0,1.3,32.0,4.0,2440.0,121.0,2014,646,3.597312261,5.073171813,no
LG,Android,10.34,5.0,0.3,32.0,4.0,2540.0,125.0,2014,597,3.867025639,5.669984366,no
LG,Android,10.34,5.0,1.3,32.0,4.0,2540.0,126.0,2014,1018,4.146620707,5.136092511,no
LG,Android,10.29,5.0,0.3,16.0,4.0,2100.0,124.0,2014,1091,3.442339325,5.012167453,no
LG,Android,10.29,5.0,0.3,16.0,4.0,2100.0,126.6,2014,601,3.776890331,4.859579819,no
LG,Android,7.75,3.15,1.3,16.0,4.0,2540.0,114.0,2014,646,3.225255432,4.377767578,no
LG,Android,7.75,3.15,1.3,16.0,4.0,2540.0,113.4,2014,778,3.047850228,4.506233438,no
LG,Android,12.93,13.0,2.1,16.0,4.0,3200.0,172.0,2014,853,4.284551613,5.737475116,4g
LG,Android,7.62,2.0,1.3,16.0,4.0,1540.0,104.6,2014,673,3.676300672,4.511848029,no
LG,Android,10.16,5.0,0.3,16.0,4.0,2460.0,159.9,2014,744,4.35105183,5.434813111,4g
LG,Android,12.83,13.0,2.1,32.0,4.0,3140.0,167.0,2013,662,4.75272775,5.525094309,4g
LG,Android,12.57,8.0,1.3,16.0,4.0,2300.0,130.0,2013,633,4.241902127,5.566319554,4g
LG,Android,15.24,13.0,2.1,32.0,4.0,3500.0,177.0,2013,984,4.238444906,5.885715067,4g
LG,Others,10.16,5.0,1.3,16.0,4.0,1540.0,122.5,2013,1093,3.884651809,5.012433676,no
LG,Android,12.83,8.0,1.3,32.0,4.0,3140.0,161.0,2013,803,4.271653577,5.522380495,no
LG,Android,12.83,8.0,1.3,32.0,4.0,3140.0,161.0,2013,670,4.543188394,5.482886396,no
LG,Android,7.67,3.15,1.3,16.0,4.0,1540.0,110.0,2013,949,3.081451149,4.254051208,no
LG,Android,20.4,5.0,1.3,16.0,4.0,4600.0,338.0,2013,780,4.618382517,5.708670509,no
LG,Android,12.75,13.0,2.1,16.0,4.0,3000.0,143.0,2013,1077,4.098502572,5.600309066,4g
LG,Android,10.34,8.0,1.3,32.0,4.0,2150.0,120.0,2013,880,4.023385473,5.524895015,no
LG,Android,10.16,5.0,0.3,32.0,4.0,2460.0,169.8,2013,914,4.423408472,5.561950057,4g
LG,Android,10.34,13.0,1.3,16.0,4.0,2280.0,141.2,2013,668,4.339249605,5.59456267,no
LG,Android,7.82,3.15,1.3,16.0,4.0,1700.0,125.0,2013,592,3.479700443,4.704381836,no
LG,Android,7.82,3.15,1.3,16.0,4.0,1700.0,125.0,2013,1008,3.493472658,4.698387268,no
LG,Android,7.67,3.15,1.3,16.0,4.0,1540.0,110.0,2013,941,3.291382516,4.083620599,no
LG,Android,10.16,5.0,0.3,16.0,4.0,2460.0,113.4,2013,703,3.815732345,4.596230344,4g
LG,Android,10.24,5.0,1.3,32.0,4.0,2460.0,129.0,2013,718,4.527640983,5.598162666,4g
LG,Android,10.34,8.0,1.3,32.0,4.0,2540.0,133.2,2013,970,4.305415532,5.006560336,4g
LG,Android,10.29,5.0,1.3,16.0,4.0,2460.0,126.0,2013,910,4.236711804,5.308465698,4g
LG,Android,10.24,5.0,1.3,32.0,4.0,2150.0,131.0,2013,646,3.911822985,5.400873955,4g
LG,Android,12.83,13.0,2.1,16.0,4.0,3140.0,172.0,2013,733,4.80811103,5.990789319,4g
LG,Android,10.24,8.0,0.3,16.0,4.0,2460.0,115.5,2013,644,3.850785696,5.01535746,no
LG,Android,10.24,8.0,0.3,16.0,4.0,2460.0,118.0,2013,565,3.746676553,5.199380619,no
LG,Android,10.16,5.0,1.3,16.0,4.0,1700.0,100.0,2013,723,3.911222685,4.786074072,no
LG,Android,10.16,5.0,1.3,16.0,4.0,1700.0,103.3,2013,1057,3.278276168,4.954770161,no
LG,Android,7.67,3.15,1.3,16.0,4.0,1540.0,110.0,2013,810,3.702782359,4.509979999,no
LG,Android,7.67,3.15,1.3,16.0,4.0,1540.0,107.0,2013,1054,3.403527997,4.498697941,no
LG,Android,7.62,2.0,1.3,16.0,4.0,1540.0,105.0,2013,631,3.280159053,4.063885355,no
LG,Others,5.13,1.3,1.3,16.0,4.0,1700.0,92.0,2013,766,2.945491057,3.664330581,no
LG,Others,5.13,1.3,1.3,128.0,4.0,1500.0,97.0,2013,564,3.940999114,4.50335892,no
Meizu,Android,15.29,,20.0,64.0,4.0,4000.0,170.0,2019,295,4.854682992,5.296114943,4g
Meizu,Android,13.84,13.0,13.0,32.0,4.0,3000.0,150.0,2018,635,4.515901718,4.700298531,4g
Meizu,Android,13.84,13.0,8.0,16.0,4.0,3000.0,150.0,2018,698,4.164803026,4.490993141,4g
Meizu,Android,15.24,13.0,8.0,64.0,4.0,3600.0,168.0,2018,605,4.608265391,5.299566586,4g
Meizu,Android,15.29,13.0,20.0,128.0,4.0,3210.0,160.0,2018,653,4.727830199,5.296014717,4g
Meizu,Android,12.88,13.0,5.0,64.0,4.0,3100.0,159.0,2018,712,4.529476342,5.000248201,4g
Meizu,Android,12.88,13.0,5.0,32.0,4.0,3200.0,145.0,2018,606,4.266054458,4.601764393,4g
Meizu,Android,15.24,13.0,20.0,64.0,4.0,3100.0,154.0,2018,726,4.979007019,5.701880667,4g
Meizu,Android,15.24,13.0,20.0,128.0,4.0,3010.0,152.0,2018,576,4.68914362,6.012369508,4g
Meizu,Android,15.37,13.0,20.0,256.0,4.0,3570.0,182.0,2018,513,4.936486295,6.17674007,4g
Meizu,Android,13.84,13.0,8.0,16.0,4.0,3070.0,140.0,2018,564,4.463030419,4.941070831,4g
Meizu,Android,12.88,13.0,8.0,32.0,4.0,3300.0,145.0,2018,520,4.194039056,4.864992762,4g
Meizu,Android,15.11,13.0,20.0,64.0,4.0,3500.0,177.0,2018,530,4.660604893,6.175347384,4g
Meizu,Android,13.87,13.0,20.0,64.0,4.0,3000.0,152.0,2018,588,4.543081994,5.991264527,4g
Meizu,Android,13.87,12.0,20.0,64.0,4.0,3000.0,145.0,2018,722,4.994980054,5.483842121,4g
Meizu,Android,15.21,13.0,8.0,64.0,4.0,3360.0,160.0,2018,637,4.825670246,5.62948987,4g
Meizu,Android,12.88,16.0,8.0,32.0,4.0,3000.0,160.0,2018,675,4.434856248,5.003677814,4g
Meizu,Android,12.75,13.0,8.0,32.0,4.0,3070.0,143.0,2017,764,4.293195421,4.871756295,4g
Meizu,Android,12.83,12.5,16.0,16.0,4.0,4000.0,173.0,2017,786,4.537426534,5.144524956,4g
Meizu,Android,12.88,12.0,16.0,64.0,4.0,3500.0,170.0,2017,848,5.202687136,6.214668097,4g
Meizu,Android,12.75,12.0,16.0,64.0,4.0,3000.0,163.0,2017,785,5.010768619,5.992014396,4g
Meizu,Android,12.7,8.0,5.0,16.0,4.0,3235.0,135.0,2017,801,3.947969132,4.935768059,4g
Meizu,Android,12.83,13.0,8.0,64.0,4.0,3400.0,155.0,2017,650,4.374876131,5.346964663,4g
Meizu,Android,12.75,13.0,5.0,16.0,4.0,3000.0,143.0,2017,606,4.071417058,4.862057943,4g
Meizu,Android,12.83,13.0,5.0,16.0,4.0,3060.0,175.0,2016,789,4.508108473,5.246181612,4g
Meizu,Android,12.88,12.0,5.0,64.0,4.0,3400.0,158.0,2016,762,5.127825562,6.311226513,4g
Meizu,Android,12.83,16.0,5.0,16.0,4.0,3150.0,149.0,2016,718,4.30662937,5.236441963,4g
Meizu,Android,12.7,13.0,5.0,32.0,4.0,2760.0,139.0,2016,908,4.065430552,5.076485455,4g
Meizu,Android,12.83,13.0,5.0,32.0,4.0,3260.0,158.0,2016,1054,4.156693187,5.242804657,4g
Meizu,Android,12.75,12.0,5.0,64.0,4.0,3060.0,163.0,2016,1084,5.122236297,6.062272437,4g
Meizu,Android,12.75,13.0,5.0,32.0,4.0,3060.0,138.0,2016,931,4.195395806,4.796946902,4g
Meizu,Android,15.24,13.0,5.0,64.0,4.0,3060.0,189.0,2016,757,4.814539304,5.599532453,4g
Meizu,Android,12.83,13.0,5.0,32.0,4.0,3060.0,172.0,2016,704,4.565805462,5.397845909,4g
Meizu,Android,12.83,12.0,5.0,32.0,4.0,3060.0,155.0,2016,606,4.457134107,5.697898531,4g
Meizu,Android,12.7,13.0,5.0,32.0,4.0,3060.0,138.0,2016,789,4.151512235,4.784069226,4g
Meizu,Android,12.7,13.0,5.0,32.0,4.0,3060.0,132.0,2016,869,4.104129863,4.864066907,4g
Meizu,Android,12.75,21.0,5.0,32.0,4.0,2560.0,160.0,2016,1063,4.923696642,6.014717099,4g
Meizu,Android,12.83,13.0,5.0,32.0,4.0,3060.0,163.0,2016,959,4.55902153,5.195398313,4g
Meizu,Android,12.83,13.0,5.0,16.0,4.0,3140.0,149.0,2015,966,4.428074948,5.14107859,4g
Meizu,Android,12.88,21.0,5.0,32.0,4.0,3050.0,168.0,2015,752,4.846546506,5.963296527,4g
Meizu,Android,12.7,13.0,5.0,16.0,4.0,3095.0,131.0,2015,791,4.01259206,4.860122434,4g
Meizu,Android,12.83,20.7,5.0,16.0,4.0,3150.0,149.0,2015,944,4.794219064,5.341137364,4g
Meizu,Android,12.83,13.0,5.0,16.0,4.0,3095.0,149.0,2015,725,4.568609931,5.304050898,4g
Meizu,Android,12.83,13.0,5.0,16.0,4.0,,145.0,2014,986,4.177919486,4.863603658,4g
Meizu,Android,12.7,13.0,5.0,32.0,4.0,2500.0,128.0,2015,629,4.388505601,4.604169686,4g
Meizu,Android,12.83,20.7,5.0,16.0,4.0,,158.0,2014,1043,4.878854749,5.990639207,4g
Meizu,Android,13.61,20.7,2.0,16.0,4.0,,147.0,2014,1007,4.742320024,5.826118095,4g
Meizu,Android,12.73,8.0,2.0,16.0,4.0,2400.0,143.0,2013,878,4.688959712,5.914502506,no
Micromax,Android,12.7,8.0,5.0,16.0,4.0,4000.0,151.0,2017,664,4.217004575,4.608962984,4g
Micromax,Android,12.83,13.0,5.0,32.0,4.0,4000.0,162.0,2017,607,4.427716761,4.948334268,4g
Micromax,Android,10.16,2.0,0.3,16.0,4.0,1300.0,120.0,2017,645,3.122364924,3.907412393,4g
Micromax,Android,12.83,13.0,13.0,128.0,4.0,3200.0,164.0,2017,879,4.797607077,5.885270351,4g
Micromax,Android,10.29,5.0,2.0,32.0,4.0,1800.0,140.0,2017,742,3.886089623,4.084462562,4g
Micromax,Android,12.83,8.0,5.0,32.0,4.0,3000.0,151.0,2017,859,4.019980147,4.619960271,4g
Micromax,Android,12.7,8.0,2.0,32.0,4.0,4000.0,151.0,2017,868,3.971234865,4.510969391,4g
Micromax,Android,10.29,5.0,2.0,32.0,4.0,1800.0,151.0,2017,808,3.804660487,4.38152651,4g
Micromax,Android,10.29,5.0,2.0,32.0,4.0,1800.0,156.0,2016,901,3.798182189,4.257738109,4g
Micromax,Android,10.16,5.0,2.0,32.0,4.0,1600.0,159.0,2016,564,3.831680253,4.084462562,4g
Micromax,Android,12.7,5.0,2.0,32.0,4.0,2000.0,165.0,2016,958,4.050392675,4.277360322,4g
Micromax,Android,12.7,8.0,5.0,16.0,4.0,2000.0,151.0,2016,562,3.948162052,4.374624305,4g
Micromax,Android,15.24,8.0,5.0,32.0,4.0,3000.0,159.0,2016,883,4.032823706,4.601362948,4g
Micromax,Android,12.7,5.0,2.0,32.0,4.0,2000.0,159.0,2016,1026,3.71210758,3.90459549,no
Micromax,Android,12.83,8.0,5.0,32.0,4.0,2500.0,159.0,2016,999,4.182660643,4.272490748,no
Micromax,Android,12.7,13.0,5.0,16.0,4.0,2500.0,159.0,2016,617,4.296060166,4.606669062,4g
Micromax,Android,10.29,5.0,5.0,32.0,4.0,1750.0,159.0,2016,962,3.909820582,4.615912283,4g
Micromax,Android,12.83,8.0,5.0,16.0,4.0,2500.0,159.0,2016,1073,4.148674907,4.380650688,no
